"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"34","12/19/2019 8:27:20","Mujer",35,"Argentina","Ciudad Autónoma de Buenos Aires",15,5,3,0,"Universitario","En curso","Analista de Sistemas","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Firebase, Google Cloud Platform/App Engine, google analytics, gtag, hadoop","C, Groovy, Java, Javascript, R, Ruby, SQL","Hadoop, Node.js, Rails, WordPress","Apache Hive, MySQL, big query","Cucumber, Karma, Selenium","Atom, IntelliJ, IPython / Jupyter, Notepad++, PyCharm, RStudio, Sublime Text, Xcode","macOS","iOS","No",0,"Bruto","Full-Time",119000,86000,3,3,"De uno a tres sueldos","Mix de las anteriores","Uno",15,11,"En un trabajo anterior","Homosexual",NA,"No",NA,NA,"2001-5000","Otras industrias",8,7,30,"Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)","No",NA
"35","1/12/2020 17:34:19","Mujer",31,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Posgrado","En curso","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Linux, Windows Server","R, SQL",NA,"MSSQL, Oracle",NA,"Notepad++, RStudio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",115000,93000,3,3,"No","No recibo bono","Tres",0,0,"En un trabajo anterior","Homosexual",NA,NA,"Jornadas de data mining & BI",NA,"201-500","Servicios / Consultoría de Software / Digital",7,6,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)","Sí",NA
"36","2/1/2020 14:56:32","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",9,7,3,0,"Secundario","Completado","Perito mercantil",NA,"Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","B24",NA,NA,NA,NA,NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",115000,90000,3,4,"No","No recibo bono","Dos",20,1,"Jamás","Heterosexual",NA,"No",NA,NA,"1001-2000","Producto basado en Software",7,7,1,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"37","1/1/2020 19:58:59","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",2,0,0,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Docker, Linux","Bash/Shell, Python, SQL","Hadoop","IBM Db2, MSSQL, PostgreSQL, SQLite",NA,"IntelliJ, IPython / Jupyter","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",115000,95000,3,3,"Menos de un sueldo","Mix de las anteriores","Más de tres",30,11,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"501-1000","Otras industrias",10,8,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Viajes al exterior, WFH (Trabajar desde casa)","Sí","Medallia, Mulesoft"
"38","1/11/2020 18:19:41","Hombre",36,"Argentina","Córdoba",5,0,5,0,"Terciario","Completado","Analista de Sistemas","Universidad Siglo 21","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Azure, Ssis ssas","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, Oracle",NA,"Visual Studio","Windows","Android","No",0,"Neto","Full-Time",72000,60000,2,3,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,"No","Varios.","Si","11-50","Servicios / Consultoría de Software / Digital",8,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, WFH (Trabajar desde casa)","No","Mercado libre"
"39","1/2/2020 23:42:26","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Posgrado","Completado","Economia","Universidad Torcuato Di Tella","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer",NA,"Python","Hadoop, TensorFlow, Torch","Teradata",NA,"Atom, IPython / Jupyter, PyCharm","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",112000,84000,2,2,"Un sueldo","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,"No","Meetups data science",NA,"2001-5000","Otras industrias",7,9,6,"Gimnasios gratuitos / subvencionados, Guardería","No",NA
"40","1/30/2020 5:16:31","Hombre",36,"Argentina","Ciudad Autónoma de Buenos Aires",12,3,6,5,"Universitario","Incompleto","Ingeniería en Informática","UNLaM - Universidad Nacional de La Matanza","Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Qlik","Bash/Shell, HTML, SQL",NA,"Google Cloud Storage, HANA, MSSQL, MySQL, Oracle, PostgreSQL, SQLite, Teradata",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",110000,80000,3,1,"No","No recibo bono","Tres",25,11,"Jamás","Heterosexual",NA,"No","webinars, meetups","Argentinos por la educación","51-100","Servicios / Consultoría de Software / Digital",9,10,15,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","Sí","Data IQ, Cognizant"
"41","1/10/2020 8:32:56","Mujer",35,"Argentina","Ciudad Autónoma de Buenos Aires",6,0,5,0,"Posgrado","Completado","Licenciatura en Matemática","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Google Cloud Platform/App Engine","Python, R, Scala, SQL","Hadoop, Spark, TensorFlow, Torch","Amazon Redshift, Apache Hive, ElasticSearch, Google Cloud Storage",NA,"Atom, IPython / Jupyter, PyCharm, Sublime Text, Visual Studio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",110000,86000,1,1,"No","No recibo bono","Uno",20,10,"Jamás","Heterosexual",NA,NA,"Ninguno","No","101-200","Otras industrias",6,5,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas","Sí","Medallia"
"42","1/1/2020 17:50:04","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,1,0,"Posgrado","Completado","Ingeniería Industrial","USB","No","No","Sí","BI Analyst / Data Analyst","Amazon Web Services","Python, SQL",NA,"Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL",NA,"IPython / Jupyter, PyCharm, Sublime Text","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",106000,73000,3,3,"De uno a tres sueldos","Performance de la compañía","Dos",50,10,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Producto basado en Software",7,8,4,"Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"43","1/13/2020 15:16:37","Mujer",31,"Argentina","Santa Fe",5,1,1,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Azure","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL",NA,"Notepad++, Visual Studio","Windows","Android","No",0,"Bruto","Tercerizado (trabajo a través de consultora o agencia)",75000,62000,2,2,"No","No recibo bono","Dos",20,9,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",8,5,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)","Sí",NA
"44","12/26/2019 11:32:25","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",12,0,12,0,"Universitario","Completado","Ingeniería en Sistemas de Información",NA,"No","No","No","Data Scientist / Data Engineer","Azure","Python, SQL",NA,"MSSQL","Selenium",NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",105800,80000,2,2,"No","No recibo bono","Dos",38,11,"Jamás","Heterosexual",NA,NA,NA,NA,"1001-2000","Servicios / Consultoría de Software / Digital",9,10,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas","Sí",NA
"45","12/10/2019 22:05:43","Hombre",55,"Argentina","Ciudad Autónoma de Buenos Aires",30,3,3,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","Sí","No","BI Analyst / Data Analyst","Amazon Web Services","SQL, Qlik",NA,"Amazon Redshift, Oracle, SQLite",NA,NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",105000,78000,3,4,"No","No recibo bono","Tres",38,9,"En mi trabajo actual","Heterosexual",NA,NA,"Ninguno",NA,"1001-2000","Servicios / Consultoría de Software / Digital",6,9,4,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, WFH (Trabajar desde casa)","No","Baufest"
"46","1/28/2020 12:07:12","Hombre",46,"Argentina","Ciudad Autónoma de Buenos Aires",16,5,5,0,"Terciario","Completado","Bibliotecario Profesional","CENT 13","No","Sí","No","BI Analyst / Data Analyst",NA,"SQL","IBM Cognos Analytics, MS Power BI","MSSQL, Oracle",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",105000,75000,3,2,"Un sueldo","Mix de las anteriores","Dos",40,10,"Jamás","Heterosexual",NA,"No",NA,NA,"10001+","Servicios / Consultoría de Software / Digital",7,10,2,"Estacionamiento gratuito / subvencionado, WFH (Trabajar desde casa)","Sí",NA
"47","1/14/2020 16:29:32","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",7,2,5,0,"Universitario","En curso","Licenciatura en Informática","Universidad Siglo 21","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,"SQL",NA,"MSSQL",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",103000,80000,3,3,"Un sueldo","Mix de las anteriores","Dos",40,11,"Jamás","Heterosexual",NA,"No",NA,NA,"51-100","Producto basado en Software",8,10,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí","Etermax."
"48","1/8/2020 10:17:53","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,3,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Amazon Web Services","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Oracle, Teradata",NA,"Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",1e+05,75000,4,3,"No","No recibo bono","Uno",32,8,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,10,11,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles","Sí",NA
"49","1/20/2020 19:13:31","Mujer",36,"Argentina","Buenos Aires",2,1,2,0,"Posgrado","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Google Cloud Platform/App Engine","Python, R","React.js","MSSQL, MySQL",NA,NA,"macOS","iOS","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",70000,66000,2,3,"No","No recibo bono","Dos",13,6,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"51-100","Servicios / Consultoría de Software / Digital",5,4,70,"Horarios flexibles","Sí",NA
"50","12/13/2019 21:59:11","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",6,4,4,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","BI Analyst / Data Analyst","Windows Server","SQL","SAP","MSSQL",NA,"Sublime Text, Visual Studio, Visual Studio Code","Windows","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",1e+05,70000,1,1,"De uno a tres sueldos","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,NA,"Microsoft AI+Tour",NA,"201-500","Otras industrias",4,8,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
"51","12/14/2019 10:19:22","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",8,5,5,6,"Posgrado","Completado","Licenciatura en Informática","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Amazon Web Services, Docker, Heroku, Kubernetes, Linux, VMWare, Windows Server",".NET, Bash/Shell, Python, SQL, VBA",".NET Core, SAP","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Google Cloud Storage, HANA, MSSQL, MySQL, PostgreSQL, SQLite",NA,"Visual Studio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,2,"No","No recibo bono","Tres",35,11,"Jamás","Heterosexual",NA,NA,"Qonnections usa",NA,"51-100","Servicios / Consultoría de Software / Digital",8,8,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)","No",NA
"52","1/28/2020 14:42:38","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",5,2,0,0,"Posgrado","En curso","Ingeniería Electrónica","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure, Linux, Windows Server","Bash/Shell, Python, R, SQL","Spark","HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc)","TFS","Notepad++, PyCharm, RStudio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,78000,3,4,"De uno a tres sueldos","Performance individual","Más de tres",48,11,"Jamás","Heterosexual",NA,"No","Microsoft AI LATAM",NA,"5001-10000","Otras industrias",8,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)","Sí",NA
"53","12/13/2019 18:39:15","Hombre",36,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Universitario","Completado","Licenciatura en Informática",NA,"Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Linux, Serverless","Bash/Shell, Python, SQL","Hadoop, Spark","Amazon DynamoDB, Amazon Redshift, MSSQL, MySQL, PostgreSQL",NA,"IPython / Jupyter, Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,3,"De uno a tres sueldos","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Producto basado en Software",8,8,9,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"54","1/22/2020 20:39:22","Mujer",29,"Argentina","Santa Fe",4,2,3,1,"Universitario","Completado","Analista Universitario de Sistemas","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"SQL","Qlik sense","Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",62000,55000,3,2,"No","No recibo bono","Uno",20,8,"En un trabajo anterior","Heterosexual",NA,"No","Aws, charlas varias","Si","101-200","Otras industrias",8,8,2,"Home office","Sí",NA
"55","1/11/2020 10:17:41","Hombre",33,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,1,0,"Posgrado","Completado","Minería de Datos",NA,"No","No","Sí","Data Scientist / Data Engineer",NA,"Python",NA,"Apache Hive, Teradata",NA,"Notepad++, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",1e+05,70000,3,3,"De uno a tres sueldos","Performance individual","Tres",30,10,"Jamás","Heterosexual",NA,"No",NA,NA,"10001+","Otras industrias",9,9,5,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles","Sí",NA
"56","1/23/2020 7:28:20","Mujer",37,"Argentina","Córdoba",15,1,1,0,"Universitario","Completado","Analista de Sistemas","IUA - Instituto Universitario Aeronáutico","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Windows Server",NA,NA,"Oracle",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",48200,42150,3,2,"Menos de un sueldo","Performance individual","Dos",45,11,"Jamás","Heterosexual",NA,"No","Semana tic",NA,"2001-5000","Servicios / Consultoría de Software / Digital",8,9,2,"Horarios flexibles, Masajes, Viáticos, WFH (Trabajar desde casa)","No","Globant, Tips, IBM"
"57","1/23/2020 14:15:05","Mujer",34,"Argentina","Buenos Aires",5,0,0,0,"Universitario","Completado","Analista Programador","UNLP - Universidad Nacional de La Plata","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Azure",NA,NA,NA,NA,NA,"Windows","Android","Sí, pasiva",11111111,"Neto","Full-Time",40000,37000,3,3,"Menos de un sueldo","Es semestral, cuando no se cobra el medio aguinaldo.","Más de tres",15,1,"En un trabajo anterior","Bisexual o queer",NA,"No",NA,NA,"10001+","Servicios / Consultoría de Software / Digital",9,10,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)","No","Globant, Accenture."
"58","1/24/2020 15:06:33","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",9,0,0,0,"Universitario","Completado","Ingeniería en Informática","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Docker, Linux, Serverless","CSS, Javascript, Python, SQL, TypeScript","Angular, Bootstrap, Node.js","Amazon RDS/Aurora, MariaDB, MongoDB, MySQL",NA,"Sublime Text, Visual Studio Code","GNU/Linux","Android","No",0,"Bruto","Remoto (empresa de otro país)",1e+05,85000,3,3,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"11-50","Otras industrias",8,10,2,"Horarios flexibles, WFH (Trabajar desde casa)","Sí","ML, MULESOFT, IBM"
"59","1/23/2020 20:31:34","Hombre",43,"Argentina","Buenos Aires",23,1,1,5,"Terciario","Completado","Analista Programador","universidad catolica de salta","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Azure, Linux, Windows Server, talend","C#, Python, R","Spark","Apache Hive, HANA, MySQL",NA,"RStudio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",1e+05,80000,3,2,"Menos de un sueldo","Performance individual","Dos",6,1,"Jamás","Heterosexual",NA,"No","ekoparty, pyconar",NA,"5001-10000","Servicios / Consultoría de Software / Digital",8,10,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)","No",NA
"60","1/25/2020 13:37:31","Hombre",40,"Argentina","Ciudad Autónoma de Buenos Aires",19,2,3,0,"Posgrado","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services","Python, R","Spark, TensorFlow","HANA, PostgreSQL",NA,"IPython / Jupyter, RStudio","Windows","Windows","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,3,2,"Un sueldo","Mix de las anteriores","Dos",35,12,"En mi trabajo actual","Heterosexual",NA,"No","google AI","data science arg","2001-5000","Servicios / Consultoría de Software / Digital",4,4,2,"Descuentos varios (Clarín 365, Club La Nación, etc)","No","google FB"
"61","1/31/2020 18:13:54","Hombre",57,"Argentina","Ciudad Autónoma de Buenos Aires",36,17,10,2,"Posgrado","Completado","Licenciatura en Sistemas de Información","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Firebase, Google Cloud Platform/App Engine, IBM Cloud / Watson, Mainframe, Windows Server",NA,NA,"IBM Db2, SQLite",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",1e+05,80000,2,2,"No","No recibo bono","No",0,0,"Jamás","Heterosexual",NA,NA,NA,NA,"5001-10000","Producto basado en Software",5,7,25,"Horarios flexibles","No",NA
"62","2/1/2020 18:17:51","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",10,2,2,4,"Posgrado","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Google Cloud Platform/App Engine","C, Python","TensorFlow","Google Cloud Storage",NA,"IPython / Jupyter","Windows","Android","No",0,"Neto","Full-Time",1e+05,80000,3,3,"No","No recibo bono","Dos",30,10,"Jamás","Homosexual",NA,"No","Ninguno","No","51-100","Producto basado en Software",7,5,6,"Ninguna de las anteriores","No",NA
"63","12/27/2019 22:25:55","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Posgrado","En curso","Ingeniería en Sistemas de Información","Universidad de la Marina mercante","Sí, de forma particular, Sí, los pagó un empleador","Sí","Sí","Data Scientist / Data Engineer","Azure, Docker, Linux, Windows Server","Bash/Shell, CSS, HTML, Java, Javascript, Python, R, SQL","Flask, Shiny, plumbr, tidyverse","Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, Oracle, SQLite, Teradata",NA,"IPython / Jupyter, Notepad++, RStudio, Vi, Dbeaver","Windows","Android","No",0,"Porcentaje de mi sueldo","Tercerizado (trabajo a través de consultora o agencia)",1e+05,75000,2,2,"No","No recibo bono","Uno",258,8,"Jamás","Heterosexual",NA,"No","LatinR","Renbaires","10001+","Otras industrias",7,10,50,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"64","2/2/2020 19:31:37","Hombre",25,"Argentina","Ciudad Autónoma de Buenos Aires",6,4,2,0,"Universitario","Completado","Licenciatura en Sistemas de Información",NA,"Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Azure","Python, Scala, SQL","Hadoop","Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL","TFS","Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",98000,70200,2,1,"De uno a tres sueldos","Performance de la compañía","Uno",20,4,"Jamás","Heterosexual",NA,"No","0","No","10001+","Otras industrias",5,8,15,"Horarios flexibles","No","JP Morgan, EY, Jampp, MELI"
"65","2/1/2020 16:20:27","Mujer",30,"Argentina","Ciudad Autónoma de Buenos Aires",10,2,2,6,"Posgrado","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure","Java, SQL","WordPress","MariaDB, MySQL",NA,"Eclipse","Windows","Android","No",0,"Neto","Full-Time",96385,80000,3,3,"No","No recibo bono","Dos",50,12,"En un trabajo anterior","Homosexual",NA,"No",NA,"ADA","11-50","Servicios / Consultoría de Software / Digital",7,1,10,"Abono de celular y/o Internet, Horarios flexibles, Snacks, golosinas, bebidas","No",NA
"66","12/22/2019 2:17:00","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",5,0,0,0,"Universitario","En curso","Ingeniería en Sistemas de Información",NA,"No","No","No","BI Analyst / Data Analyst",NA,"SQL","Tableau","Teradata",NA,NA,"macOS","Android","Sí, pasiva",0,"Bruto","Full-Time",96000,78000,3,2,"De uno a tres sueldos","Performance individual","Uno",12,10,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"5001-10000","Producto basado en Software",7,5,10,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)","No","Mercado Libre, Despegar, Auth0"
