"id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type","precio_en_miles"
"jDRYTBccpFR/SzrtkST9LQ==","Palermo",2,1,37,37,105000,"Departamento",105
"MK98Nv7U63uR7N2SVE0VfA==","Palermo",2,1,49,45,138000,"Departamento",138
"UDCgsX4jwKehukRYmmPnmA==","Belgrano",2,1,52,52,128000,"Departamento",128
"yeekWuWJ6xGiVexF4nMbug==","Belgrano",2,1,56,56,149000,"Departamento",149
"befNi3gH0eX5ITNdGYzm5A==","Belgrano",2,1,40,40,160000,"Departamento",160
"g3mTGdFuqyaZvjDn+gJPfg==","Belgrano",2,2,61,53,260000,"Departamento",260
"gXA8R1KGuoCU/6yTpF/iiw==","Belgrano",2,2,75,75,230000,"Departamento",230
"CUQ2Ij2m+9kupQ/u0pW1vw==","Belgrano",2,2,65,54,210000,"Departamento",210
"RwPc2vSBq+1/Jd8HfaBYqA==","Paternal",2,1,42,42,100000,"Departamento",100
"gzuBlR+l2F8FAKMpgiLSFA==","Recoleta",2,1,38,38,110000,"Departamento",110
"9m/ZVuR9V8gz3rFBalF0rA==","Recoleta",2,2,95,76,250000,"Departamento",250
"0VAplSB33SmEAbs6dBiNFQ==","Recoleta",2,1,47,40,210000,"Departamento",210
"Q5YQnAQejovWwAc9qr7eiQ==","Recoleta",2,1,37,35,115000,"Departamento",115
"eVQfBmRjycn4dJr/HzGpkQ==","Recoleta",2,1,44,44,138000,"Departamento",138
"DnACnU2SLQDU/8z5EirK8w==","Recoleta",2,1,40,40,158000,"Departamento",158
"/icCFhCw+6tkEYhYzFognw==","Recoleta",2,1,73,73,325000,"Departamento",325
"Jh0QeDqM0kBqk2PgaB6rqg==","Recoleta",2,1,73,73,325000,"Departamento",325
"iom9GbwbPHCikkuNlM4bmw==","Saavedra",2,2,44,40,164500,"Departamento",164
"dOEe/icJb27xdFzVPxaBaA==","Saavedra",2,1,38,37,117000,"Departamento",117
"aepgm2oD8JoBkE+fB5zqIg==","Balvanera",2,1,41,38,97000,"Departamento",97
"woAzyphgB6jQO8RLxij7sA==","Balvanera",2,1,82,56,145000,"Departamento",145
"CWebyV9YSuR5RMVgaJ+wjQ==","Balvanera",1,1,22,20,49900,"Departamento",50
"X6v8XEInYqk/+z7F0b3t0g==","Caballito",2,1,40,40,115000,"Departamento",115
"0YBgVwoMcWPXrLxl7RX3Bg==","Caballito",2,1,39,39,71000,"Departamento",71
"ZtQEn2fi0qvXADwhLZOxag==","Barrio Norte",2,1,47,40,210000,"Departamento",210
"bJqDbDq8zZSqqukA1xBjgQ==","Barrio Norte",2,1,38,38,110000,"Departamento",110
"TZ1n5iLxbeRWg0IMvrvKMQ==","Barrio Norte",2,1,123,86,360000,"Departamento",360
"z5NicK+Mw5F4kT61DPNr6Q==","Barrio Norte",2,1,49,46,170000,"Departamento",170
"ZMkuWBpvfYqhIekju+Qqjg==","Las Cañitas",2,1,40,40,160000,"Departamento",160
"+7GIQUqdwJvyhokOi3hK0w==","Villa Crespo",2,1,54,44,158000,"Departamento",158
"WTN3zshMWRq/izr2ZSHATw==","Villa Crespo",2,1,50,44,158000,"Departamento",158
"7kt1PgPm8NeYHxII6Vtgkg==","Villa Crespo",2,1,63,60,125000,"Departamento",125
"uSs9KikFo0YXveb92NB0RA==","Villa Crespo",2,1,52,46,175000,"Departamento",175
"ZeEUlwWtE7f1Bvts2Sg0Jw==","Villa Crespo",2,1,36,36,87000,"Departamento",87
"KnjUJ1aGUay6ieEiT6435w==","Villa Crespo",2,1,42,36,120000,"Departamento",120
"qe5wan3sPzmem14+v8rWIA==","Puerto Madero",1,1,34,28,106000,"Departamento",106
"9HeHUK28TqhvAYHv1kjo+Q==","Villa Urquiza",2,1,54,46,125000,"Departamento",125
"dJyY9Ziz6LrCQcf3x/EIAQ==","Villa del Parque",2,1,48,33,120000,"Departamento",120
"SdDm/TTmHQyxCticohPYuQ==","Villa del Parque",2,1,47,40,108000,"Departamento",108
"hzccHlTZgkQClXFl+vYBvQ==","Villa del Parque",2,1,48,41,110000,"Departamento",110
"81NPay5SGjAEu097uFVSuw==","Villa del Parque",2,1,48,44,150000,"Departamento",150
"4O9MARyzFU9NhO2IMjxEfA==","Villa del Parque",2,1,43,39,150000,"Departamento",150
"RyK96Q8AqA8r4H1SkJqo+Q==","Villa del Parque",2,1,43,38,99000,"Departamento",99
"jF5BFojsRMHNElaojxz39w==","Villa Pueyrredón",2,1,60,48,125000,"Departamento",125
"PM8BuR2vWuV0kJ7ke+c8gA==","Villa General Mitre",2,1,42,40,110000,"Departamento",110
"06jkf/P8j5y8kZGA+rz5eg==","Centro / Microcentro",2,1,40,39,110000,"Departamento",110
"oFKdI/2zroAha0GCUjWeNQ==","Palermo",3,2,173,173,635000,"PH",635
"qS2W6wRaovrHjcndSPWlTw==","Palermo",3,2,120,120,320000,"PH",320
"l67kQfVLqEgmcpjME0MYJw==","Belgrano",5,4,270,175,495000,"PH",495
"DXIhm/e5WDHJgLvLlbMh0g==","Villa Ortuzar",3,1,57,40,170000,"PH",170
"DfAlw6kqofZwyHqqwrBI2w==","Villa del Parque",3,1,110,70,269000,"PH",269
"5Me4Vtq6H+slyLmjQ2OUIg==","Villa del Parque",3,1,84,70,229000,"PH",229
"qPT9/Ty+ilGPMVeJxsPruw==","Villa Pueyrredón",3,2,140,100,250000,"PH",250
"o6P7/w3fjjkDB6FqwOeejw==","Once",3,1,33,31,67000,"Departamento",67
"NImL6o8mslZPXbwss9jfzw==","Flores",3,2,80,71,147000,"Departamento",147
"n6Ypcdj08PpcuuOtFN8Uug==","Almagro",3,1,68,63,210000,"Departamento",210
"x23TUsYvB5yBSfCb/ee/mg==","Almagro",3,1,100,80,182000,"Departamento",182
"SynXXF+BYjDnQeDf/wvKVw==","Almagro",3,1,64,60,159000,"Departamento",159
"ijOBz0MZ57PQ15P8z1sqMA==","Almagro",3,1,67,63,200000,"Departamento",200
"IFvsHJdQqfROIfFPplgHIw==","Almagro",3,1,73,68,215000,"Departamento",215
"73TYkiX9oyGy+V3UNQUS6Q==","Almagro",3,1,72,66,159000,"Departamento",159
"BOrYL2vBYnK9/owUbyqbRA==","Almagro",3,1,55,45,120000,"Departamento",120
"ImNNUZJb0EM56rRnlpuXug==","Almagro",3,1,48,46,125000,"Departamento",125
"P9ltlGJ6x77/psUT51c1/Q==","Almagro",3,2,65,60,217000,"Departamento",217
"MX0yycarSz+yxdcfS1cjUg==","Palermo",3,1,73,57,295000,"Departamento",295
"bWCbs2sKhLpgP6byFtVadg==","Palermo",3,1,80,80,320000,"Departamento",320
"bHM3hzMzwr2Nfa0ORuR7GQ==","Palermo",3,2,110,110,500000,"Departamento",500
"qCK9tnYrd4XjvXV86vkIvQ==","Palermo",3,1,69,59,273000,"Departamento",273
"OyoCXD6RtACXIOHXKgLpHQ==","Palermo",3,2,74,64,390000,"Departamento",390
"vTwtwcFJHe21tOwu7VvItQ==","Palermo",3,2,82,65,335000,"Departamento",335
"DzWJFw8v3Uq+Dt2/2WeHuw==","Palermo",3,1,78,75,199000,"Departamento",199
"VRPT0IHwwWuxeejyhtyJSw==","Palermo",3,2,64,60,139000,"Departamento",139
"x3Bb/fZxIkSDUJFAzCFB0w==","Palermo",3,1,63,55,165100,"Departamento",165
"VcH11mALZxrniXVLsBGQEw==","Belgrano",3,1,70,65,295000,"Departamento",295
"43+MRaJRFiWaiRcF6eez1A==","Belgrano",3,1,79,76,199000,"Departamento",199
"a8CYC+vEwXstepdMbFC9Rg==","Belgrano",3,1,100,95,260000,"Departamento",260
"ee/9vYMzHVDphUfpBwBpVA==","Belgrano",3,2,145,68,379000,"Departamento",379
"4mRms/mBca/EKbKHk3M3Ig==","Recoleta",3,1,72,64,255000,"Departamento",255
"+lSfphmFbZSQKc3F4fogAQ==","Recoleta",3,2,70,70,210000,"Departamento",210
"dVhJslZj/+P3rxcDysaLGA==","Recoleta",3,1,93,93,350000,"Departamento",350
"YxWgocVIOKTx6K6oLVpF8w==","Recoleta",3,2,80,75,280000,"Departamento",280
"0wMMopSdY0JZLlKw/za3XA==","Recoleta",3,2,102,75,360000,"Departamento",360
"9Bj7kJISw31C2PPvPHowUw==","Recoleta",3,1,81,81,330000,"Departamento",330
"/KRqvQuX0l5exGmRI5D0SA==","Balvanera",3,1,87,87,170000,"Departamento",170
"72z3sSl5rfYusbFLEhEVLA==","Balvanera",3,1,56,56,120000,"Departamento",120
"428ginEpizH/mn3kJpPAtg==","Caballito",3,2,109,86,350000,"Departamento",350
"UYBVtHfFxxhE7Zs/n1MpiA==","Caballito",3,2,98,78,195000,"Departamento",195
"xNhBGIarYNUnMH8aDWNHsA==","Caballito",3,1,44,44,129000,"Departamento",129
"yHCqJjRmS88buTT8AK6Ocg==","Caballito",3,1,86,69,210000,"Departamento",210
"XY9P4FSHD4dIE895tpGrmA==","Caballito",3,1,70,59,166900,"Departamento",167
"HKT9e5d6eT5b38pNnyukwQ==","Caballito",3,2,105,89,237200,"Departamento",237
"8mCtuK7UZdiZQk3FfROw8w==","Caballito",4,2,80,73,149000,"Departamento",149
"WYqNL/Ptxy6lKbCsxx6cuQ==","Chacarita",3,1,72,55,153000,"Departamento",153
"Ei0sbzcdSEEbF4Ftdd0W9Q==","Tribunales",3,2,81,79,185000,"Departamento",185
"Yz9x9IrwIsPHn2kwkHw5Lg==","San Nicolás",3,1,72,63,159000,"Departamento",159
"deE6YVEbmEAYuWhGke2KEg==","San Nicolás",3,2,89,78,190000,"Departamento",190
"GQTipUyiKdcK5Q1PoIQthA==","Villa Crespo",3,1,70,70,125000,"Departamento",125
"mDzCpxV7h3+RaTNj9BX8aQ==","Villa Crespo",3,2,89,89,180000,"Departamento",180
"PuWMSOqSqbnKL6nNIYQr0Q==","Villa Crespo",3,1,59,59,113000,"Departamento",113
"MzLhXlbSK5/3FnzmkMfAwQ==","Villa Crespo",3,1,60,56,116000,"Departamento",116
"q3uk5LIQOyphboZkpkQfXQ==","San Cristobal",3,2,120,98,310000,"Departamento",310
"BS50YTBfmLhFpQrftgpwOA==","Villa Urquiza",3,2,64,60,215000,"Departamento",215
"IxJ6DyQXa+zC6afrRzWHUw==","Villa Urquiza",3,2,85,69,279000,"Departamento",279
"j+kGc0lT4pl0UbiQCDrpEg==","Parque Centenario",3,2,140,130,340000,"Departamento",340
"MeTYruYki3LzJeUzj6fEEg==","Belgrano",5,2,170,170,350000,"PH",350
"2Wm18xjlBT/1N0vBL47CQA==","Mataderos",4,1,150,90,129000,"PH",129
"3NdXLe90RU8IKM89aN0jRw==","Once",4,1,130,122,170000,"Departamento",170
"1GQDg5y0FOOfkMgysw++zA==","Flores",4,2,123,105,265000,"Departamento",265
"56uhB1O4Z8YCczKDkGPJ9A==","Nuñez",5,3,431,291,2300000,"Departamento",2300
"XYjnfCsVK8AadegUxecnaw==","Almagro",4,2,78,70,184000,"Departamento",184
"qKWLeWNhVVusBEPRLnue1g==","Palermo",4,2,87,87,275000,"Departamento",275
"t2ClWJu9I0HEpuxi25Jlfw==","Palermo",4,2,100,100,570000,"Departamento",570
"Z+Ge7F6SjYMA3aXMcytZUw==","Palermo",6,3,276,276,1680000,"Departamento",1680
"TJ0iulFwk6FAKyBxxkvXLQ==","Palermo",5,4,171,158,615000,"Departamento",615
"oZCVeBvaK8xNpYVFNscDfg==","Palermo",4,1,85,85,220000,"Departamento",220
"mTESQbduT6DpETS1QonZXA==","Palermo",6,3,268,268,1100000,"Departamento",1100
"qqUMbkRXcYww/OAxRoAfcg==","Belgrano",4,3,125,111,335000,"Departamento",335
"1yRHsdlZigNbOJYUE9Dh6A==","Belgrano",4,2,134,124,398000,"Departamento",398
"FJf2gy1hZ5lv4vtNTEUwTQ==","Belgrano",4,4,144,134,460000,"Departamento",460
"zTOlpEYT068vpIIQ3RD3YA==","Belgrano",5,4,397,243,850000,"Departamento",850
"n+MB0JuJauAfMnG571S2BA==","Belgrano",4,3,140,110,440000,"Departamento",440
"iioyfHvBzqNLwp+k8NCxGw==","Belgrano",5,1,69,66,180000,"Departamento",180
"1Shez0GzG++wFBSNBayZqg==","Belgrano",4,4,98,92,600000,"Departamento",600
"ZNYnmFxC+X8DSCqCpU/DBA==","Belgrano",4,3,186,90,450000,"Departamento",450
"62U4IKBY/B5lyIjr4yhbpw==","Paternal",4,2,80,74,165000,"Departamento",165
"UYhbsxnEXhry1NvAtaKwRg==","Recoleta",6,2,257,244,645000,"Departamento",645
"ZeCcUkS6chmEGoPQx9hxtQ==","Recoleta",3,2,65,65,192000,"Departamento",192
"skZokP2/3cD427w/GnCD3w==","Recoleta",4,3,331,331,1600000,"Departamento",1600
"mI1xwAeLOg5aJWyPo/E0Gw==","Balvanera",4,2,100,92,205000,"Departamento",205
"bxscxfB2sEeHNyvdfhKWgg==","Caballito",4,3,143,114,395000,"Departamento",395
"zT2CLQjO5WRxhxTmdVP9tA==","Caballito",4,2,137,107,364000,"Departamento",364
"EkAKhGoAhjyvjicB6XaXXQ==","Caballito",4,2,136,121,340000,"Departamento",340
"qgAlWtrj6VXc71M+VRBlzw==","Caballito",4,2,210,200,380000,"Departamento",380
"lCjbk/uY8ApeYACQEs22Wg==","Caballito",4,3,105,97,280000,"Departamento",280
"nHwIgJu9ob7aDzJstYLFzA==","Chacarita",4,1,110,100,315000,"Departamento",315
"ip+93+1Tq+6d+o7RFQiR9A==","Barrio Norte",4,2,99,95,230000,"Departamento",230
"5q4DUC3zONRcUh6b9H/26A==","Las Cañitas",4,4,98,92,560000,"Departamento",560
"bvnSb/JJ2sW85+lUXRZj/A==","Villa Crespo",4,1,65,57,155000,"Departamento",155
"7cyJqhXIJtQpb3KLn8Wu5g==","Villa Soldati",4,1,60,60,65000,"Departamento",65
"aUjswVDT/2skH2emn2+szQ==","Almagro",5,2,400,198,320000,"PH",320
"M3BJGWVtd/IAPFc9IBgx9w==","Paternal",5,1,280,280,280000,"PH",280
"w0BrhmJXMa00yjB8DE9mVQ==","Paternal",5,2,114,114,270000,"PH",270
"DWIZYcaUHb3BxuMutIrS5g==","Saavedra",6,4,250,155,285000,"PH",285
"6N6G+DK79dhlRsfQR6nsRQ==","Caballito",5,2,149,149,260000,"PH",260
"c/FV9hMXJRFGDT+hdz+JcQ==","Villa Crespo",5,2,149,149,280000,"PH",280
"9Dz82K7/ZHy9kUjngVgbQA==","Palermo",5,3,251,251,1150000,"Departamento",1150
"MKYbs4zAykan4VC3ZpFwag==","Belgrano",5,5,362,362,1240000,"Departamento",1240
"Bkxx3EaHptS02UypusNsZQ==","Recoleta",6,3,256,236,575000,"Departamento",575
"uN2O9O9yzIMDJucHKBaBDw==","Caballito",5,4,200,178,351000,"Departamento",351
"Of1E4yWUaLYmXMBuiJEMcg==","Caballito",5,2,210,200,380000,"Departamento",380
"yUKvsyXZQdn+5yq0Nu2cug==","Caballito",5,2,210,200,380000,"Departamento",380
"lMB10wZbvDP3ckDEJL7idw==","Las Cañitas",5,2,240,240,850000,"Departamento",850
"Q2vRPSXXY0cA2dBFNmoe2g==","Villa Crespo",5,2,210,200,380000,"Departamento",380
"XdweMpFJYTdbKt3DxsqxPA==","Villa Crespo",5,2,121,115,271500,"Departamento",272
"wCL/yJALtcCJPRSmW5rs7w==","San Cristobal",5,1,130,122,170000,"Departamento",170
"/LN8pbYKadpXg9BHcpD8sQ==","Recoleta",6,2,200,191,550000,"Departamento",550
"RnAai6cyog5DZRf8vGuv8A==","Recoleta",6,2,483,483,2500000,"Departamento",2500
"jrguYfXU9PKR98dd0zbZrw==","Colegiales",7,4,328,328,440000,"PH",440
"ewyeQ13D3LF7NsU2YMnebw==","Once",8,1,180,180,299000,"PH",299
"LLObajy66vUUL4aZHGQHkg==","Nuñez",1,1,44,24,120000,"Departamento",120
"z5sf7GTb0IQFbP3Z+EqHAw==","Palermo",1,1,54,48,118000,"Departamento",118
"KLACA8VJC7dbaddUXopc4g==","Belgrano",1,1,72,37,115000,"Departamento",115
"3QcuYm9Uoit26PZ9PQ8lCw==","Paternal",1,1,25,23,54000,"Departamento",54
"2jumh70OObx09PmSBwpJ/Q==","San Telmo",1,1,35,35,130000,"Departamento",130
"UlO0UX5u+vTlMsimxhI/6Q==","Villa Crespo",1,1,37,37,95000,"Departamento",95
"vnfRS5FnE57qjIb9LKqAfg==","Villa Urquiza",1,1,29,29,82900,"Departamento",83
"GJlY1lS2h1maypbp0+XOgg==","Almagro",2,2,55,50,186000,"Departamento",186
"OejRsmaZPPIOqP1m9tdaGw==","Palermo",2,2,55,50,186000,"Departamento",186
"0OFmd/r1JQfmeU7vyJmUsQ==","Palermo",2,1,48,48,137000,"Departamento",137
"uSCQV753nrYvGuqNLUVo5w==","Palermo",2,1,50,47,135000,"Departamento",135
"Zq4SRMFBxdagG5Dbmz5i6Q==","Belgrano",2,1,45,45,155000,"Departamento",155
"UilNAILB2EdJ7U/1iCdDxQ==","Recoleta",2,1,39,39,158000,"Departamento",158
"VMD8ljiweI9qVDxqqf10xA==","Caballito",2,2,55,50,186000,"Departamento",186
"0lNisWtA3EcqDgKv2CrXPg==","Almagro",3,1,61,59,132000,"Departamento",132
"FTYSAYo29WR+7tVwj2OoLQ==","Almagro",3,2,77,77,218900,"Departamento",219
"5VVlU6oEIbaFxCASoTmLiw==","Caballito",3,1,40,40,140000,"Departamento",140
"s8aDCqmDjbvqz+4MJIMaSQ==","Monserrat",3,2,147,144,249500,"Departamento",250
"wzLrEcdJTI2o6fRtn16IPA==","Villa Urquiza",3,2,80,69,209000,"Departamento",209
"LJFoC27z2B1l7urcn4QpSw==","Villa del Parque",3,1,60,57,172000,"Departamento",172
"c8SQ3ji4L4cMXBJ2z3izgA==","Flores",4,2,77,73,145000,"Departamento",145
"F8FGoX+yW/C5wJRCfWd8NQ==","Palermo",4,2,168,161,850000,"Departamento",850
"8OQuwvRhquLWzNb1fOjgdg==","Barracas",4,2,98,98,420000,"Departamento",420
"vmu6ARpIA4NMEuOpwVnsKg==","Caballito",4,1,116,116,260000,"Departamento",260
"CNR1f2Om5xYNiC8tLIGRfw==","Recoleta",6,3,139,133,463000,"Departamento",463
"UGJ7Lpt5ow4KRefkEgpUsA==","Almagro",7,4,455,313,700000,"Casa",700
"qYRbgd5Mt0lKWho2zYR7aA==","Barrio Norte",8,7,356,356,590000,"Casa",590
"nK2uW2GM6UTKLQ9L35XPgw==","Villa Urquiza",1,1,38,35,139000,"Departamento",139
"W1xB6XFFjx+sMpLfa48HzA==","Flores",2,1,44,40,111000,"Departamento",111
"UzC5rbE/DOWy5MA9tJ6WKA==","Villa Luro",4,1,230,160,280000,"Casa",280
"SimqUndl4AhxsyRKxcJIIQ==","Recoleta",2,1,61,55,200000,"Departamento",200
"B1jx4xvr2tZTD1ftImBPqA==","Caballito",2,1,29,29,69500,"Departamento",70
"Ru3/X5WSedmsbnMCGVubYg==","Mataderos",3,1,66,55,79000,"PH",79
"gMOhejmX/GpKLRCz4+2row==","Boca",4,1,76,74,120000,"Departamento",120
"G6Y2RcSpZ43yNMnPrU99sw==","Palermo",4,2,140,130,385000,"Departamento",385
"iPQEqTEkOKGIEA3bZR2vBQ==","Belgrano",1,1,28,26,111500,"Departamento",112
"mRn2rYJxw67xDvJpPQbQmA==","Saavedra",1,1,41,35,129000,"Departamento",129
"ovoCSz5MJyQ99ac66BN3+A==","Almagro",2,1,52,50,120000,"Departamento",120
"4CpJicveG+UGV3cTEb57tA==","Recoleta",2,1,39,39,158000,"Departamento",158
"/rx0dpsrmd0laSAmSpsczA==","Flores",1,1,35,30,60000,"Departamento",60
"9RM1L4rP3vN/oga4iJDraQ==","Palermo",1,1,31,31,125000,"Departamento",125
"wN9XfQ52gCcOqbkK1Tg4hQ==","Saavedra",1,1,36,30,72000,"Departamento",72
"JnnA3SB8QrH0EP2pufA2oA==","Caballito",1,1,40,33,102000,"Departamento",102
"oxO/UO0rlzM5C/v/AuubiA==","Nuñez",2,1,52,47,165000,"Departamento",165
"GUkjbXQc7dVE7sDCuuvB9A==","Belgrano",2,1,43,40,105000,"Departamento",105
"H8lZjg8Np5sabCe+fTVAbw==","Belgrano",2,1,54,34,121000,"Departamento",121
"vWwEf2SHrB/y/DhLsFZrSg==","Caballito",2,1,49,45,146000,"Departamento",146
"fh3Bl0LWA/G+diB3LYkwTw==","Caballito",2,1,49,45,155000,"Departamento",155
"NgIDBOmn8HYv0nOD4a4qAg==","Caballito",2,1,56,50,142800,"Departamento",143
"n9H5O9flNgozGr2XkJRWcw==","Caballito",2,1,60,50,153000,"Departamento",153
"71hvysBy3RKIuCV39dKVtQ==","Caballito",2,1,52,47,132600,"Departamento",133
"cgahR8q8/KB3kO5rW91A/w==","Caballito",2,1,49,45,148000,"Departamento",148
"/ZSJFBWDzHcO0M1LEjXtOw==","Villa Luro",2,1,55,50,155000,"Departamento",155
"cAkrZtn+0JVxrqjXjjcS2w==","San Nicolás",2,1,38,38,100000,"Departamento",100
"xDTlNUSBxB6uFsLce2X9Wg==","Puerto Madero",2,2,78,70,399000,"Departamento",399
"q4vKe9LtMIghnQ/mLfSogg==","Almagro",3,1,68,68,140000,"Departamento",140
"I1h2x+hWUyqtarSYnuO9Uw==","Palermo",3,3,84,78,435000,"Departamento",435
"R7dSFR1vFJN1Ixw+GWfFhg==","Caballito",3,2,141,100,385000,"Departamento",385
"sqOfyH1QRlNV1ybDI5Xgow==","Caballito",3,1,114,80,253725,"Departamento",254
"/OI4zouXVO4ePtcdU8fJnw==","Villa Crespo",3,1,64,55,142900,"Departamento",143
"ELwtRPrbZWNtWc5lMkaqEw==","Recoleta",4,2,82,82,205000,"Departamento",205
"8KnxeXF0J5ux5MEp5n9MiQ==","Recoleta",4,2,88,80,250000,"Departamento",250
"bu/sqScVWhGrnfVilZg0fA==","Villa Urquiza",4,1,141,86,199000,"PH",199
"rApGZSpkNLF2Q/qe8IxsvQ==","Almagro",5,2,75,75,164000,"Departamento",164
"dPSzbJ4nQhAfUpEKMbqC2A==","Belgrano",5,3,236,236,1200000,"Departamento",1200
"Y6CekjIFgCMFYBJaIsXC0Q==","Mataderos",5,3,160,130,210000,"PH",210
"rmo4+NkI2MfHVYxKSI9wCw==","Las Cañitas",5,4,339,339,1200000,"Departamento",1200
"2x5iqsYb2vvjjoMN+DfMrQ==","San Cristobal",1,1,35,32,79000,"Departamento",79
"hggkVVngZRRvB0lOmHlXbg==","San Cristobal",1,1,35,32,79000,"Departamento",79
"mF0HHBpsjwkkyHqZlYzkBw==","Palermo",3,2,115,108,329000,"Departamento",329
"UkkZh2Jp0D/ACXUAt3ZjrQ==","Balvanera",3,2,70,67,240000,"Departamento",240
"fmhG6mRjvPl9E7eEEyDnqg==","Balvanera",3,2,70,67,240000,"Departamento",240
"lF+5oMLRwljINE8D7+dFRg==","Barrio Norte",2,2,73,73,220000,"Departamento",220
"GMUSEvEAWGEuAwfEoyqvIw==","Nuñez",3,1,77,69,290000,"Departamento",290
"mpRu4utvFonjaJ2Eu+R5Cg==","Once",1,1,44,44,99000,"Departamento",99
"hE0LF+qKCECFSKP74zIv/A==","Once",1,1,50,50,109000,"Departamento",109
"t7jy02tRXNkTz0SBHll4Dg==","Abasto",1,1,44,44,99000,"Departamento",99
"Q8+dFMcq2Xw8VnbGZKs5Yw==","Abasto",1,1,50,50,109000,"Departamento",109
"JyrBqhRUTKftiLxZ2cxtBA==","Flores",1,1,43,43,107000,"Departamento",107
"YS6KBksvt4Kr8+0eHvMaqg==","Nuñez",1,1,33,31,119000,"Departamento",119
"YhbTaeOSd1m+/DNKp4gaCQ==","Nuñez",1,1,46,40,130000,"Departamento",130
"1WbOlPecs0Coc6ZZi4VPiA==","Palermo",1,1,36,32,128000,"Departamento",128
"aNRJmn89uAuiYNCyCh1qFg==","Palermo",1,1,28,28,95000,"Departamento",95
"BdQU/ES5NjOeQilFv1nQ8Q==","Palermo",1,1,40,36,125000,"Departamento",125
"czmp3M35CGaGX3FbcMiKmg==","Palermo",1,1,36,32,128000,"Departamento",128
"nlsPvOv5RHDINJ33Gs4V0A==","Belgrano",1,1,28,26,83500,"Departamento",84
"q/jc8mYAq1xRAjD78FVGJg==","Recoleta",1,1,28,25,78000,"Departamento",78
"67B13VLRBK8Fc5J8leOU5w==","Recoleta",1,1,23,23,120000,"Departamento",120
"KkeYXIOzao7kSeNpsjVnKg==","Balvanera",1,1,44,44,99000,"Departamento",99
"HE1GNgoUlZjXJ80H3JUbnQ==","Balvanera",1,1,50,50,109000,"Departamento",109
"eJEnNva4Z2aPlMCK6YjMaw==","Caballito",1,1,36,34,89000,"Departamento",89
"kDRliDq5Qm3PkWUU6KIgZg==","Monserrat",1,1,36,31,55000,"PH",55
"w1laPPYbxH7fEYzgretNpQ==","Las Cañitas",1,1,28,26,83500,"Departamento",84
"xBHz/YXyZPdt9EKhLb7jSA==","Las Cañitas",1,1,28,26,111500,"Departamento",112
"2Js2Az6CxdFvR6bvgHWbsA==","San Nicolás",1,1,32,32,62000,"Departamento",62
"hBYuhWKYqRz4MFkuiQl96w==","Villa Devoto",1,1,39,36,110000,"Departamento",110
"VjyxxJYkgLl8DCm5ShP2yw==","Centro / Microcentro",1,1,29,29,76000,"Departamento",76
"KXJj8loYQpbUcra8yeMHzg==","Once",2,1,44,44,99000,"Departamento",99
"e2rUQoYU/e9CRkO4f+oIPg==","Once",2,1,50,50,109000,"Departamento",109
"S6zY1bxO5HjouNLFfk2Z8w==","Boedo",2,1,32,32,82000,"Departamento",82
"d3dzNq6EO3oEhuWkJlSAeA==","Abasto",2,1,44,44,99000,"Departamento",99
"Xr2PDc6Dl23DkWCON566Jg==","Abasto",2,1,50,50,109000,"Departamento",109
"cwm1enVlIpU7AW1yGq2taw==","Flores",2,1,45,45,125000,"Departamento",125
"MInEfJLE8Gya52PqPlR1Pg==","Nuñez",2,2,68,54,187920,"Departamento",188
"GlxizEiJgQw7yOSIGyCQNA==","Nuñez",2,2,70,54,224000,"Departamento",224
"69TDGdJMXGOyF+y3GBtKIQ==","Nuñez",2,2,68,54,193600,"Departamento",194
"4sVY0OZ+CCjn4SqB8BYCTg==","Nuñez",2,2,68,54,219300,"Departamento",219
"Kor6LYtRqJzi1MtKYVHtiA==","Nuñez",2,2,70,54,251900,"Departamento",252
"PcnkeIOpAd0KQM39GnHgHQ==","Nuñez",2,1,46,40,160000,"Departamento",160
"Q9eeZQAzYyZ8GKJzacQq7A==","Nuñez",2,2,68,54,254200,"Departamento",254
"4YltklzPVBYRaWC78CgOcg==","Nuñez",2,2,68,54,232600,"Departamento",233
"5uuhJhqEwnaiMjW5m4p99g==","Nuñez",2,2,48,48,175000,"Departamento",175
"/GjRJLzbv2hm7/K/WAYRFw==","Nuñez",2,2,68,54,277800,"Departamento",278
"cKoiPOAszrEYzdRVeCyQWw==","Nuñez",2,2,70,54,230720,"Departamento",231
"PJSTWUSUybM3ehD+j04Bxg==","Nuñez",2,2,70,54,280600,"Departamento",281
"VoX5nL3dFkpnX02lsozMBg==","Almagro",2,1,35,35,83500,"Departamento",84
"d3bRfnevBvTN5SeLHIb07w==","Almagro",2,1,47,47,130000,"Departamento",130
"/gqWE6QzhmraJZvh7SIHcw==","Almagro",2,1,100,50,95000,"Departamento",95
"dUXXQH+zqFAGdDdBq20fCQ==","Almagro",2,1,43,43,124000,"Departamento",124
"9Gk8kbzh3fAO1VoHhe9OcA==","Almagro",2,1,42,42,130000,"Departamento",130
"rTk7+MJniM1h4vAssNHpbA==","Palermo",2,1,43,40,157000,"Departamento",157
"iIJqkjMD7bqHY0UIOh9Xmg==","Palermo",2,1,47,47,115000,"Departamento",115
"DXUVBBK1c5FHBY6fzZ9mEQ==","Palermo",2,1,45,39,250000,"Departamento",250
"cOx9LIQRD/cyUTMCY6G01g==","Palermo",2,1,40,40,160000,"Departamento",160
